05/09/2021;6.92;2.514
06/09/2021;6.92;2.514
07/09/2021;6.92;2.514
08/09/2021;6.92;2.514
09/09/2021;6.92;2.514
10/09/2021;6.92;2.514
11/09/2021;6.92;2.514
12/09/2021;6.92;2.514
13/09/2021;6.92;2.514
14/09/2021;6.92;2.514
15/09/2021;6.92;2.514
16/09/2021;6.92;2.514
